stream_index	book	chapter	verse	g_idx	predication_id	finite_verb	finite_lemma	finite_morphgnt	finite_compact	nbla_idx	nbla_text	subject_status	subject_source	subject_token	subject_person	subject_number	independence_status	independence_source	subordination_status	subordination_source	subordination_markers	certainty_finite_verb	certainty_predication	certainty_independence
821	1corintios	14	30	08	1corintios-14-30-P02	σιγάτω	σιγάω	V- 3PAD-S--	V-PAD-3S	13,14,15	calle el primero	candidate	nearest_agreeing_nominative_no_visible_boundary	07			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
822	1corintios	14	31	01	1corintios-14-31-P01	δύνασθε	δύναμαι	V- 2PMI-P--	V-PMI-2P	01	porque	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
823	1corintios	14	31	09	1corintios-14-31-P02	μανθάνωσιν	μανθάνω	V- 3PAS-P--	V-PAS-3P	12	y	candidate	nearest_agreeing_nominative_no_visible_boundary	08			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""07""}]"	confirmed	candidate	unresolved
824	1corintios	14	31	12	1corintios-14-31-P03	παρακαλῶνται	παρακαλέω	V- 3PPS-P--	V-PPS-3P	-	-	candidate	nearest_agreeing_nominative_no_visible_boundary	11			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
825	1corintios	14	32	05	1corintios-14-32-P01	ὑποτάσσεται	ὑποτάσσω	V- 3PPI-S--	V-PPI-3S	06,07	están sujetos	candidate	nearest_agreeing_nominative_no_visible_boundary	02			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
826	1corintios	14	33	03	1corintios-14-33-P01	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	04	es	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
827	1corintios	14	34	06	1corintios-14-34-P01	σιγάτωσαν	σιγάω	V- 3PAD-P--	V-PAD-3P	08	porque	candidate	nearest_agreeing_nominative_no_visible_boundary	02			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
828	1corintios	14	34	09	1corintios-14-34-P02	ἐπιτρέπεται	ἐπιτρέπω	V- 3PPI-S--	V-PPI-3S	11	es	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
829	1corintios	14	34	13	1corintios-14-34-P03	ὑποτασσέσθωσαν	ὑποτάσσω	V- 3PPD-P--	V-PPD-3P	16	que	confirmed	finite_verb_morphology		3	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
830	1corintios	14	34	18	1corintios-14-34-P04	λέγει	λέγω	V- 3PAI-S--	V-PAI-3S	20,21	dice también	candidate	nearest_agreeing_nominative_no_visible_boundary	17			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""καθὼς"", ""key"": ""καθως"", ""token"": ""14""}]"	confirmed	candidate	unresolved
831	1corintios	14	35	05	1corintios-14-35-P01	θέλουσιν	θέλω	V- 3PAI-P--	V-PAI-3P	05,06	algo que	confirmed	finite_verb_morphology		3	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
832	1corintios	14	35	11	1corintios-14-35-P02	ἐπερωτάτωσαν	ἐπερωτάω	V- 3PAD-P--	V-PAD-3P	07	pregunten	confirmed	finite_verb_morphology		3	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
833	1corintios	14	35	14	1corintios-14-35-P03	ἐστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	17	correcto	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
834	1corintios	14	36	08	1corintios-14-36-P01	ἐξῆλθεν	ἐξέρχομαι	V- 3AAI-S--	V-AAI-3S	08	ustedes	candidate	nearest_agreeing_nominative_no_visible_boundary	05			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
835	1corintios	14	36	13	1corintios-14-36-P02	κατήντησεν	καταντάω	V- 3AAI-S--	V-AAI-3S	13,14	ha llegado	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
836	1corintios	14	37	03	1corintios-14-37-P01	δοκεῖ	δοκέω	V- 3PAI-S--	V-PAI-3S	02,03	alguien piensa	candidate	nearest_agreeing_nominative_no_visible_boundary	02			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἴ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
837	1corintios	14	37	08	1corintios-14-37-P02	ἐπιγινωσκέτω	ἐπιγινώσκω	V- 3PAD-S--	V-PAD-3S	09	reconozca	candidate	nearest_agreeing_nominative_no_visible_boundary	07			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
838	1corintios	14	37	10	1corintios-14-37-P03	γράφω	γράφω	V- 1PAI-S--	V-PAI-1S	14	escribo	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
839	1corintios	14	37	14	1corintios-14-37-P04	ἐστίν	εἰμί	V- 3PAI-S--	V-PAI-3S	16	mandamiento	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""12""}]"	confirmed	candidate	unresolved
840	1corintios	14	38	04	1corintios-14-38-P01	ἀγνοεῖ	ἀγνοέω	V- 3PAI-S--	V-PAI-3S	04,05,06	no reconoce esto	candidate	nearest_agreeing_nominative_no_visible_boundary	03			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
841	1corintios	14	38	05	1corintios-14-38-P02	ἀγνοεῖται	ἀγνοέω	V- 3PPI-S--	V-PPI-3S	07,08,09,10	él no es reconocido	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
842	1corintios	14	39	04	1corintios-14-39-P01	ζηλοῦτε	ζηλόω	V- 2PAD-P--	V-PAD-2P	04	míos	confirmed	finite_verb_morphology		2	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὥστε"", ""key"": ""ωστε"", ""token"": ""01""}]"	confirmed	candidate	unresolved
843	1corintios	14	39	11	1corintios-14-39-P02	κωλύετε	κωλύω	V- 2PAD-P--	V-PAD-2P	12	en	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
844	1corintios	14	40	07	1corintios-14-40-P01	γινέσθω	γίνομαι	V- 3PMD-S--	V-PMD-3S	09	orden	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
845	1corintios	15	1	01	1corintios-15-1-P01	γνωρίζω	γνωρίζω	V- 1PAI-S--	V-PAI-1S	01,02,03	ahora les hago	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
846	1corintios	15	1	08	1corintios-15-1-P02	εὐηγγελισάμην	εὐαγγελίζω	V- 1AMI-S--	V-AMI-1S	09,10,11,12,13	les prediqué el cual también	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
847	1corintios	15	1	12	1corintios-15-1-P03	παρελάβετε	παραλαμβάνω	V- 2AAI-P--	V-AAI-2P	17	el	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
848	1corintios	15	1	16	1corintios-15-1-P04	ἑστήκατε	ἵστημι	V- 2XAI-P--	V-XAI-2P	-	-	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
849	1corintios	15	2	04	1corintios-15-2-P01	σῴζεσθε	σῴζω	V- 2PPI-P--	V-PPI-2P	05,06	son salvos	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
850	1corintios	15	2	07	1corintios-15-2-P02	εὐηγγελισάμην	εὐαγγελίζω	V- 1AMI-S--	V-AMI-1S	11,12,13	les prediqué	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
851	1corintios	15	2	10	1corintios-15-2-P03	κατέχετε	κατέχω	V- 2PAI-P--	V-PAI-2P	16,17	retienen	confirmed	finite_verb_morphology		2	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""09""}]"	confirmed	candidate	unresolved
852	1corintios	15	2	15	1corintios-15-2-P04	ἐπιστεύσατε	πιστεύω	V- 2AAI-P--	V-AAI-2P	22	hayan creído	confirmed	finite_verb_morphology		2	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""12""}]"	confirmed	candidate	unresolved
853	1corintios	15	3	01	1corintios-15-3-P01	παρέδωκα	παραδίδωμι	V- 1AAI-S--	V-AAI-1S	01,02,03	porque yo les entregué	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
854	1corintios	15	3	08	1corintios-15-3-P02	παρέλαβον	παραλαμβάνω	V- 1AAI-S--	V-AAI-1S	11,12	recibí que	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
855	1corintios	15	3	11	1corintios-15-3-P03	ἀπέθανεν	ἀποθνῄσκω	V- 3AAI-S--	V-AAI-3S	14	murió	candidate	nearest_agreeing_nominative_no_visible_boundary	10			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""09""}]"	confirmed	candidate	unresolved
856	1corintios	15	4	03	1corintios-15-4-P01	ἐτάφη	θάπτω	V- 3API-S--	V-API-3S	03,04,05	fue sepultado	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""02""}]"	confirmed	candidate	unresolved
857	1corintios	15	4	06	1corintios-15-4-P02	ἐγήγερται	ἐγείρω	V- 3XPI-S--	V-XPI-3S	08,09	resucitó	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""05""}]"	confirmed	candidate	unresolved
858	1corintios	15	5	03	1corintios-15-5-P01	ὤφθη	ὁράω	V- 3API-S--	V-API-3S	03,04	se apareció	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""02""}]"	confirmed	candidate	unresolved
859	1corintios	15	6	02	1corintios-15-6-P01	ὤφθη	ὁράω	V- 3API-S--	V-API-3S	02,03	se apareció	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
860	1corintios	15	6	11	1corintios-15-6-P02	μένουσιν	μένω	V- 3PAI-P--	V-PAI-3P	19	viven	candidate	nearest_agreeing_nominative_no_visible_boundary	10			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
861	1corintios	15	6	16	1corintios-15-6-P03	ἐκοιμήθησαν	κοιμάομαι	V- 3API-P--	V-API-3P	-	-	confirmed	finite_verb_morphology		3	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
862	1corintios	15	7	02	1corintios-15-7-P01	ὤφθη	ὁράω	V- 3API-S--	V-API-3S	02,03	se apareció	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
863	1corintios	15	8	07	1corintios-15-8-P01	ὤφθη	ὁράω	V- 3API-S--	V-API-3S	13,14,15	se me apareció	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
864	1corintios	15	9	03	1corintios-15-9-P01	εἰμι	εἰμί	V- 1PAI-S--	V-PAI-1S	03	soy	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
865	1corintios	15	9	10	1corintios-15-9-P02	εἰμὶ	εἰμί	V- 1PAI-S--	V-PAI-1S	12	soy	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
866	1corintios	15	9	15	1corintios-15-9-P03	ἐδίωξα	διώκω	V- 1AAI-S--	V-AAI-1S	19,20	perseguí a	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
867	1corintios	15	10	04	1corintios-15-10-P01	εἰμι	εἰμί	V- 1PAI-S--	V-PAI-1S	07	soy	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
868	1corintios	15	10	06	1corintios-15-10-P02	εἰμι	εἰμί	V- 1PAI-S--	V-PAI-1S	-	-	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
869	1corintios	15	10	16	1corintios-15-10-P03	ἐγενήθη	γίνομαι	V- 3API-S--	V-API-3S	-	-	candidate	nearest_agreeing_nominative_no_visible_boundary	15			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
870	1corintios	15	10	21	1corintios-15-10-P04	ἐκοπίασα	κοπιάω	V- 1AAI-S--	V-AAI-1S	28	yo	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
871	1corintios	15	11	07	1corintios-15-11-P01	κηρύσσομεν	κηρύσσω	V- 1PAI-P--	V-PAI-1P	07	predicamos	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
872	1corintios	15	11	10	1corintios-15-11-P02	ἐπιστεύσατε	πιστεύω	V- 2AAI-P--	V-AAI-2P	10,11,12,13	creyeron ustedes	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
873	1corintios	15	12	04	1corintios-15-12-P01	κηρύσσεται	κηρύσσω	V- 3PPI-S--	V-PPI-3S	05	se predica	candidate	nearest_agreeing_nominative_no_visible_boundary	03			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
874	1corintios	15	12	08	1corintios-15-12-P02	ἐγήγερται	ἐγείρω	V- 3XPI-S--	V-XPI-3S	11,12,13	ha resucitado	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""05""}]"	confirmed	candidate	unresolved
875	1corintios	15	12	10	1corintios-15-12-P03	λέγουσιν	λέγω	V- 3PAI-P--	V-PAI-3P	15	dicen	confirmed	finite_verb_morphology		3	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
876	1corintios	15	12	18	1corintios-15-12-P04	ἔστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	24	hay	candidate	nearest_agreeing_nominative_no_visible_boundary	15			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""14""}]"	confirmed	candidate	unresolved
877	1corintios	15	13	06	1corintios-15-13-P01	ἔστιν	εἰμί	V- 3PAI-S--	V-PAI-3S	09	no	candidate	nearest_agreeing_nominative_no_visible_boundary	03			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
878	1corintios	15	13	09	1corintios-15-13-P02	ἐγήγερται	ἐγείρω	V- 3XPI-S--	V-XPI-3S	13,14	ha resucitado	candidate	nearest_agreeing_nominative_no_visible_boundary	08			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
879	1corintios	15	14	05	1corintios-15-14-P01	ἐγήγερται	ἐγείρω	V- 3XPI-S--	V-XPI-3S	05,06,07	ha resucitado	candidate	nearest_agreeing_nominative_no_visible_boundary	03			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
880	1corintios	15	15	01	1corintios-15-15-P01	εὑρισκόμεθα	εὑρίσκω	V- 1PPI-P--	V-PPI-1P	01,02,03	aún más somos hallados	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
881	1corintios	15	15	08	1corintios-15-15-P02	ἐμαρτυρήσαμεν	μαρτυρέω	V- 1AAI-P--	V-AAI-1P	-	-	confirmed	finite_verb_morphology		1	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""07""}]"	confirmed	candidate	unresolved
882	1corintios	15	15	13	1corintios-15-15-P03	ἤγειρεν	ἐγείρω	V- 3AAI-S--	V-AAI-3S	15,16	él resucitó	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""12""}]"	confirmed	candidate	unresolved
883	1corintios	15	15	18	1corintios-15-15-P04	ἤγειρεν	ἐγείρω	V- 3AAI-S--	V-AAI-3S	-	-	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
884	1corintios	15	15	23	1corintios-15-15-P05	ἐγείρονται	ἐγείρω	V- 3PPI-P--	V-PPI-3P	29	resucitan	candidate	nearest_agreeing_nominative_no_visible_boundary	21			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
885	1corintios	15	16	05	1corintios-15-16-P01	ἐγείρονται	ἐγείρω	V- 3PPI-P--	V-PPI-3P	06	resucitan	candidate	nearest_agreeing_nominative_no_visible_boundary	03			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
886	1corintios	15	16	08	1corintios-15-16-P02	ἐγήγερται	ἐγείρω	V- 3XPI-S--	V-XPI-3S	10,11,12	siquiera ha resucitado	candidate	nearest_agreeing_nominative_no_visible_boundary	07			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
887	1corintios	15	17	05	1corintios-15-17-P01	ἐγήγερται	ἐγείρω	V- 3XPI-S--	V-XPI-3S	05,06,07	ha resucitado	candidate	nearest_agreeing_nominative_no_visible_boundary	03			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
888	1corintios	15	17	11	1corintios-15-17-P02	ἐστὲ	εἰμί	V- 2PAI-P--	V-PAI-2P	13	están	confirmed	finite_verb_morphology		2	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
889	1corintios	15	18	07	1corintios-15-18-P01	ἀπώλοντο	ἀπόλλυμι	V- 3AMI-P--	V-AMI-3P	09,10	están perdidos	candidate	nearest_agreeing_nominative_no_visible_boundary	03			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
890	1corintios	15	19	09	1corintios-15-19-P01	ἐσμὲν	εἰμί	V- 1PAI-P--	V-PAI-1P	11	somos	confirmed	finite_verb_morphology		1	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
891	1corintios	15	19	14	1corintios-15-19-P02	ἐσμέν	εἰμί	V- 1PAI-P--	V-PAI-1P	19	somos	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
892	1corintios	15	20	04	1corintios-15-20-P01	ἐγήγερται	ἐγείρω	V- 3XPI-S--	V-XPI-3S	04,05,06	ha resucitado	candidate	nearest_agreeing_nominative_no_visible_boundary	03			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
893	1corintios	15	22	07	1corintios-15-22-P01	ἀποθνῄσκουσιν	ἀποθνῄσκω	V- 3PAI-P--	V-PAI-3P	08	también	candidate	nearest_agreeing_nominative_no_visible_boundary	06			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
894	1corintios	15	22	14	1corintios-15-22-P02	ζῳοποιηθήσονται	ζῳοποιέω	V- 3FPI-P--	V-FPI-3P	-	-	candidate	nearest_agreeing_nominative_no_visible_boundary	13			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
895	1corintios	15	24	05	1corintios-15-24-P01	παραδιδῷ	παραδίδωμι	V- 3PAS-S--	V-PAS-3S	06,07	entregue el	candidate	nearest_agreeing_nominative_no_visible_boundary	03			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅταν"", ""key"": ""οταν"", ""token"": ""04""}]"	confirmed	candidate	unresolved
896	1corintios	15	24	13	1corintios-15-24-P02	καταργήσῃ	καταργέω	V- 3AAS-S--	V-AAS-3S	16,17	haya terminado	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅταν"", ""key"": ""οταν"", ""token"": ""12""}]"	confirmed	candidate	unresolved
897	1corintios	15	25	01	1corintios-15-25-P01	δεῖ	δέω	V- 3PAI-S--	V-PAI-3S	01,02,03	pues cristo debe	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
898	1corintios	15	25	07	1corintios-15-25-P02	θῇ	τίθημι	V- 3AAS-S--	V-AAS-3S	07,08	haya puesto	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
899	1corintios	15	26	03	1corintios-15-26-P01	καταργεῖται	καταργέω	V- 3PPI-S--	V-PPI-3S	04,05,06,07	que será eliminado	candidate	nearest_agreeing_nominative_no_visible_boundary	02			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
900	1corintios	15	27	03	1corintios-15-27-P01	ὑπέταξεν	ὑποτάσσω	V- 3AAI-S--	V-AAI-3S	-	-	confirmed	finite_verb_morphology		3	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
901	1corintios	15	27	10	1corintios-15-27-P02	εἴπῃ	λέγω	V- 3AAS-S--	V-AAS-3S	-	-	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅταν"", ""key"": ""οταν"", ""token"": ""08""}]"	confirmed	candidate	unresolved
902	1corintios	15	27	13	1corintios-15-27-P03	ὑποτέτακται	ὑποτάσσω	V- 3XPI-S--	V-XPI-3S	16	están sujetas	candidate	nearest_agreeing_nominative_no_visible_boundary	12			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅτι"", ""key"": ""οτι"", ""token"": ""11""}]"	confirmed	candidate	unresolved
903	1corintios	15	28	03	1corintios-15-28-P01	ὑποταγῇ	ὑποτάσσω	V- 3APS-S--	V-APS-3S	-	-	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ὅταν"", ""key"": ""οταν"", ""token"": ""01""}]"	confirmed	candidate	unresolved
904	1corintios	15	28	11	1corintios-15-28-P02	ὑποταγήσεται	ὑποτάσσω	V- 3FPI-S--	V-FPI-3S	14,15	se sujetará	candidate	nearest_agreeing_nominative_no_visible_boundary	10			candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
905	1corintios	15	28	18	1corintios-15-28-P03	ᾖ	εἰμί	V- 3PAS-S--	V-PAS-3S	26,27	sea todo	confirmed	finite_verb_morphology		3	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἵνα"", ""key"": ""ινα"", ""token"": ""17""}]"	confirmed	candidate	unresolved
906	1corintios	15	29	03	1corintios-15-29-P01	ποιήσουσιν	ποιέω	V- 3FAI-P--	V-FAI-3P	06	harán	confirmed	finite_verb_morphology		3	P	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""ἐπεὶ"", ""key"": ""επει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
907	1corintios	15	29	13	1corintios-15-29-P02	ἐγείρονται	ἐγείρω	V- 3PPI-P--	V-PPI-3P	20,21	resucitan	candidate	nearest_agreeing_nominative_no_visible_boundary	11			unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""09""}]"	confirmed	candidate	unresolved
908	1corintios	15	29	16	1corintios-15-29-P03	βαπτίζονται	βαπτίζω	V- 3PPI-P--	V-PPI-3P	24,25	se bautizan	confirmed	finite_verb_morphology		3	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
909	1corintios	15	30	04	1corintios-15-30-P01	κινδυνεύομεν	κινδυνεύω	V- 1PAI-P--	V-PAI-1P	05,06,07	estamos en peligro	confirmed	finite_verb_morphology		1	P	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
910	1corintios	15	31	03	1corintios-15-31-P01	ἀποθνῄσκω	ἀποθνῄσκω	V- 1PAI-S--	V-PAI-1S	03	muero	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
911	1corintios	15	31	09	1corintios-15-31-P02	ἔχω	ἔχω	V- 1PAI-S--	V-PAI-1S	-	-	confirmed	finite_verb_morphology		1	S	candidate	subordination_marker_scan_only	not_detected		[]	confirmed	candidate	candidate
912	1corintios	15	32	04	1corintios-15-32-P01	ἐθηριομάχησα	θηριομαχέω	V- 1AAI-S--	V-AAI-1S	05,06,07	luché contra fieras	confirmed	finite_verb_morphology		1	S	unresolved	subordination_marker_scan_only	candidate	explicit_marker_after_previous_finite_before_current_finite	"[{""form"": ""εἰ"", ""key"": ""ει"", ""token"": ""01""}]"	confirmed	candidate	unresolved
