REF	G_IDX	GREEK	LEMMA	RMAC	CURRENT_NBLA_IDX	CURRENT_NBLA_TEXT	CURRENT_ALIGNMENT	REASON	CANDIDATE_NBLA_IDX	CANDIDATE_NBLA_TEXT	SCORE	CONFIDENCE	NOTES	TSV_PATH
1corintios 13:9	08	προφητεύομεν	προφητεύω	V-PAI-1P	-	-	missing	missing finite NBLA	07	parte	61	medium	contains verb-like Spanish token; currently owned by neighboring row G06 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-9.tsv
1corintios 13:9	08	προφητεύομεν	προφητεύω	V-PAI-1P	-	-	missing	missing finite NBLA	08	profetizamos	61	medium	contains verb-like Spanish token; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-9.tsv
1corintios 13:9	08	προφητεύομεν	προφητεύω	V-PAI-1P	-	-	missing	missing finite NBLA	01-02	porque en	61	medium	contains verb-like Spanish token; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-9.tsv
1corintios 13:10	03	ἔλθῃ	ἔρχομαι	V-AAS-3S	04	lo	direct	suspicious finite NBLA surface	02	cuando	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-10.tsv
1corintios 13:10	03	ἔλθῃ	ἔρχομαι	V-AAS-3S	04	lo	direct	suspicious finite NBLA surface	03	venga	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-10.tsv
1corintios 13:10	03	ἔλθῃ	ἔρχομαι	V-AAS-3S	04	lo	direct	suspicious finite NBLA surface	05	perfecto	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-10.tsv
1corintios 13:10	03	ἔλθῃ	ἔρχομαι	V-AAS-3S	04	lo	direct	suspicious finite NBLA surface	07	incompleto	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G06 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-10.tsv
1corintios 13:10	03	ἔλθῃ	ἔρχομαι	V-AAS-3S	04	lo	direct	suspicious finite NBLA surface	01-02	pero cuando	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-10.tsv
1corintios 13:10	09	καταργηθήσεται	καταργέω	V-FPI-3S	-	-	missing	missing finite NBLA	02	cuando	61	medium	contains verb-like Spanish token; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-10.tsv
1corintios 13:10	09	καταργηθήσεται	καταργέω	V-FPI-3S	-	-	missing	missing finite NBLA	03	venga	61	medium	contains verb-like Spanish token; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-10.tsv
1corintios 13:10	09	καταργηθήσεται	καταργέω	V-FPI-3S	-	-	missing	missing finite NBLA	05	perfecto	61	medium	contains verb-like Spanish token; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-10.tsv
1corintios 13:10	09	καταργηθήσεται	καταργέω	V-FPI-3S	-	-	missing	missing finite NBLA	07	incompleto	61	medium	contains verb-like Spanish token; currently owned by neighboring row G06 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-10.tsv
1corintios 13:10	09	καταργηθήσεται	καταργέω	V-FPI-3S	-	-	missing	missing finite NBLA	09	acabará	61	medium	contains verb-like Spanish token; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-10.tsv
1corintios 13:12	22	ἐπεγνώσθην	ἐπιγινώσκω	V-API-1S	-	-	missing	missing finite NBLA	13	cara	61	medium	contains verb-like Spanish token; currently owned by neighboring row G10 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-12.tsv
1corintios 13:12	22	ἐπεγνώσθην	ἐπιγινώσκω	V-API-1S	-	-	missing	missing finite NBLA	14	ahora	61	medium	contains verb-like Spanish token; currently owned by neighboring row G11 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-12.tsv
1corintios 13:12	22	ἐπεγνώσθην	ἐπιγινώσκω	V-API-1S	-	-	missing	missing finite NBLA	15	conozco	61	medium	contains verb-like Spanish token; currently owned by neighboring row G12 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-12.tsv
1corintios 13:12	22	ἐπεγνώσθην	ἐπιγινώσκω	V-API-1S	-	-	missing	missing finite NBLA	19	entonces	61	medium	contains verb-like Spanish token; currently owned by neighboring row G16 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-12.tsv
1corintios 13:12	22	ἐπεγνώσθην	ἐπιγινώσκω	V-API-1S	-	-	missing	missing finite NBLA	20	conoceré	61	medium	contains verb-like Spanish token; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-12.tsv
1corintios 13:13	03	μένει	μένω	V-PAI-3S	04	la	direct	suspicious finite NBLA surface	02	ahora	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-13.tsv
1corintios 13:13	03	μένει	μένω	V-PAI-3S	04	la	direct	suspicious finite NBLA surface	03	permanecen	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-13.tsv
1corintios 13:13	03	μένει	μένω	V-PAI-3S	04	la	direct	suspicious finite NBLA surface	07	esperanza	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G06 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-13.tsv
1corintios 13:13	03	μένει	μένω	V-PAI-3S	04	la	direct	suspicious finite NBLA surface	01-02	y ahora	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-13.tsv
1corintios 13:13	03	μένει	μένω	V-PAI-3S	04	la	direct	suspicious finite NBLA surface	01-03	y ahora permanecen	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-13-13.tsv
1corintios 14:1	11	προφητεύητε	προφητεύω	V-PAS-2P	-	-	missing	missing finite NBLA	06	también	61	medium	contains verb-like Spanish token; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-1.tsv
1corintios 14:1	11	προφητεύητε	προφητεύω	V-PAS-2P	-	-	missing	missing finite NBLA	07	deseen	61	medium	contains verb-like Spanish token; currently owned by neighboring row G06 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-1.tsv
1corintios 14:1	11	προφητεύητε	προφητεύω	V-PAS-2P	-	-	missing	missing finite NBLA	08	ardientemente	61	medium	contains verb-like Spanish token; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-1.tsv
1corintios 14:1	11	προφητεύητε	προφητεύω	V-PAS-2P	-	-	missing	missing finite NBLA	10	dones	61	medium	contains verb-like Spanish token; currently owned by neighboring row G09 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-1.tsv
1corintios 14:1	11	προφητεύητε	προφητεύω	V-PAS-2P	-	-	missing	missing finite NBLA	11	espirituales	61	medium	contains verb-like Spanish token; currently owned by neighboring row G09 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-1.tsv
1corintios 14:3	05	λαλεῖ	λαλέω	V-PAI-3S	06	a	direct	suspicious finite NBLA surface	04	profetiza	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-3.tsv
1corintios 14:3	05	λαλεῖ	λαλέω	V-PAI-3S	06	a	direct	suspicious finite NBLA surface	05	habla	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G04 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-3.tsv
1corintios 14:3	05	λαλεῖ	λαλέω	V-PAI-3S	06	a	direct	suspicious finite NBLA surface	08	hombres	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-3.tsv
1corintios 14:3	05	λαλεῖ	λαλέω	V-PAI-3S	06	a	direct	suspicious finite NBLA surface	01-02	pero el	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-3.tsv
1corintios 14:3	05	λαλεῖ	λαλέω	V-PAI-3S	06	a	direct	suspicious finite NBLA surface	01-03	pero el que	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-3.tsv
1corintios 14:5	27	λάβῃ	λαμβάνω	V-AAS-3S	-	-	missing	missing finite NBLA	17-18	es superior	91	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; currently owned by neighboring row G11 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-5.tsv
1corintios 14:5	27	λάβῃ	λαμβάνω	V-AAS-3S	-	-	missing	missing finite NBLA	17-19	es superior al	91	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; currently owned by neighboring row G11 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-5.tsv
1corintios 14:5	27	λάβῃ	λαμβάνω	V-AAS-3S	-	-	missing	missing finite NBLA	17-20	es superior al que	71	medium	contains verb-like Spanish token; auxiliary + verbal phrase candidate; currently owned by neighboring row G11 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-5.tsv
1corintios 14:5	27	λάβῃ	λαμβάνω	V-AAS-3S	-	-	missing	missing finite NBLA	17	es	61	medium	contains verb-like Spanish token; currently owned by neighboring row G11 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-5.tsv
1corintios 14:5	27	λάβῃ	λαμβάνω	V-AAS-3S	-	-	missing	missing finite NBLA	21	habla	61	medium	contains verb-like Spanish token; currently owned by neighboring row G14 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-5.tsv
1corintios 14:12	13	ζητεῖτε	ζητέω	V-PAD-2P	14	la	direct	suspicious finite NBLA surface	18	iglesia	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G14 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-12.tsv
1corintios 14:12	13	ζητεῖτε	ζητέω	V-PAD-2P	14	la	direct	suspicious finite NBLA surface	08-10	espirituales procuren abundar	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-12.tsv
1corintios 14:12	13	ζητεῖτε	ζητέω	V-PAD-2P	14	la	direct	suspicious finite NBLA surface	09-10	procuren abundar	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-12.tsv
1corintios 14:12	13	ζητεῖτε	ζητέω	V-PAD-2P	14	la	direct	suspicious finite NBLA surface	09-11	procuren abundar en	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-12.tsv
1corintios 14:12	13	ζητεῖτε	ζητέω	V-PAD-2P	14	la	direct	suspicious finite NBLA surface	11-13	en ellos para	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G12 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-12.tsv
1corintios 14:12	15	περισσεύητε	περισσεύω	V-PAS-2P	-	-	missing	missing finite NBLA	06	anhelan	61	medium	contains verb-like Spanish token; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-12.tsv
1corintios 14:12	15	περισσεύητε	περισσεύω	V-PAS-2P	-	-	missing	missing finite NBLA	08	espirituales	61	medium	contains verb-like Spanish token; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-12.tsv
1corintios 14:12	15	περισσεύητε	περισσεύω	V-PAS-2P	-	-	missing	missing finite NBLA	09	procuren	61	medium	contains verb-like Spanish token; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-12.tsv
1corintios 14:12	15	περισσεύητε	περισσεύω	V-PAS-2P	-	-	missing	missing finite NBLA	18	iglesia	61	medium	contains verb-like Spanish token; currently owned by neighboring row G14 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-12.tsv
1corintios 14:12	15	περισσεύητε	περισσεύω	V-PAS-2P	-	-	missing	missing finite NBLA	05-06	que anhelan	61	medium	contains verb-like Spanish token; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-12.tsv
1corintios 14:15	04	προσεύξομαι	προσεύχομαι	V-FMI-1S	04	con	direct	suspicious finite NBLA surface	01	entonces	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	04	προσεύξομαι	προσεύχομαι	V-FMI-1S	04	con	direct	suspicious finite NBLA surface	08	también	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	04	προσεύξομαι	προσεύχομαι	V-FMI-1S	04	con	direct	suspicious finite NBLA surface	01-02	entonces qué	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	04	προσεύξομαι	προσεύχομαι	V-FMI-1S	04	con	direct	suspicious finite NBLA surface	05-07	el espíritu pero	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	04	προσεύξομαι	προσεύχομαι	V-FMI-1S	04	con	direct	suspicious finite NBLA surface	06-07	espíritu pero	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G07 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	07	προσεύξομαι	προσεύχομαι	V-FMI-1S	07	pero	direct	suspicious finite NBLA surface	08	también	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	07	προσεύξομαι	προσεύχομαι	V-FMI-1S	07	pero	direct	suspicious finite NBLA surface	09	oraré	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	07	προσεύξομαι	προσεύχομαι	V-FMI-1S	07	pero	direct	suspicious finite NBLA surface	06-08	espíritu pero también	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	07	προσεύξομαι	προσεύχομαι	V-FMI-1S	07	pero	direct	suspicious finite NBLA surface	07-08	pero también	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	07	προσεύξομαι	προσεύχομαι	V-FMI-1S	07	pero	direct	suspicious finite NBLA surface	07-09	pero también oraré	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	12	ψαλῶ	ψάλλω	V-FAI-1S	14	con	direct	suspicious finite NBLA surface	12	entendimiento	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G10 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	12	ψαλῶ	ψάλλω	V-FAI-1S	14	con	direct	suspicious finite NBLA surface	13	cantaré	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G11 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	12	ψαλῶ	ψάλλω	V-FAI-1S	14	con	direct	suspicious finite NBLA surface	18	también	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G16 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	12	ψαλῶ	ψάλλω	V-FAI-1S	14	con	direct	suspicious finite NBLA surface	08-10	también oraré con	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	12	ψαλῶ	ψάλλω	V-FAI-1S	14	con	direct	suspicious finite NBLA surface	09-10	oraré con	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	15	ψαλῶ	ψάλλω	V-FAI-1S	17	pero	direct	suspicious finite NBLA surface	13	cantaré	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G11 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	15	ψαλῶ	ψάλλω	V-FAI-1S	17	pero	direct	suspicious finite NBLA surface	18	también	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G16 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	15	ψαλῶ	ψάλλω	V-FAI-1S	17	pero	direct	suspicious finite NBLA surface	19	cantaré	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G16 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	15	ψαλῶ	ψάλλω	V-FAI-1S	17	pero	direct	suspicious finite NBLA surface	11-13	el entendimiento cantaré	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G10 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:15	15	ψαλῶ	ψάλλω	V-FAI-1S	17	pero	direct	suspicious finite NBLA surface	12-13	entendimiento cantaré	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G10 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-15.tsv
1corintios 14:21	04	γέγραπται	γράφω	V-XPI-3S	06	por	direct	suspicious finite NBLA surface	05	escrito	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-21.tsv
1corintios 14:21	04	γέγραπται	γράφω	V-XPI-3S	06	por	direct	suspicious finite NBLA surface	03-05	ley está escrito	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-21.tsv
1corintios 14:21	04	γέγραπται	γράφω	V-XPI-3S	06	por	direct	suspicious finite NBLA surface	04-05	está escrito	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-21.tsv
1corintios 14:21	04	γέγραπται	γράφω	V-XPI-3S	06	por	direct	suspicious finite NBLA surface	04-06	está escrito por	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G02 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-21.tsv
1corintios 14:21	04	γέγραπται	γράφω	V-XPI-3S	06	por	direct	suspicious finite NBLA surface	05-06	escrito por	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G03 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-21.tsv
1corintios 14:21	19	εἰσακούσονταί	εἰσακούω	V-FMI-3P	27	el	direct	suspicious finite NBLA surface	26	dice	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G18 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-21.tsv
1corintios 14:21	19	εἰσακούσονταί	εἰσακούω	V-FMI-3P	27	el	direct	suspicious finite NBLA surface	24-26	me escucharán dice	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-21.tsv
1corintios 14:21	19	εἰσακούσονταί	εἰσακούω	V-FMI-3P	27	el	direct	suspicious finite NBLA surface	25-26	escucharán dice	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-21.tsv
1corintios 14:21	19	εἰσακούσονταί	εἰσακούω	V-FMI-3P	27	el	direct	suspicious finite NBLA surface	25-27	escucharán dice el	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-21.tsv
1corintios 14:21	19	εἰσακούσονταί	εἰσακούω	V-FMI-3P	27	el	direct	suspicious finite NBLA surface	26-27	dice el	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G18 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-21.tsv
1corintios 14:21	21	λέγει	λέγω	V-PAI-3S	-	-	missing	missing finite NBLA	26	dice	86	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G18 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-21.tsv
1corintios 14:21	21	λέγει	λέγω	V-PAI-3S	-	-	missing	missing finite NBLA	24-26	me escucharán dice	86	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-21.tsv
1corintios 14:21	21	λέγει	λέγω	V-PAI-3S	-	-	missing	missing finite NBLA	25-26	escucharán dice	86	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-21.tsv
1corintios 14:21	21	λέγει	λέγω	V-PAI-3S	-	-	missing	missing finite NBLA	25-27	escucharán dice el	86	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G17 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-21.tsv
1corintios 14:21	21	λέγει	λέγω	V-PAI-3S	-	-	missing	missing finite NBLA	26-27	dice el	86	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G18 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-21.tsv
1corintios 14:22	06	εἰσιν	εἰμί	V-PAI-3P	06	una	direct	suspicious finite NBLA surface	05-06	son una	107	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; near current corrupted NBLA index; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-22.tsv
1corintios 14:22	06	εἰσιν	εἰμί	V-PAI-3P	06	una	direct	suspicious finite NBLA surface	05-07	son una señal	107	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; near current corrupted NBLA index; currently owned by neighboring row G05 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-22.tsv
1corintios 14:22	06	εἰσιν	εἰμί	V-PAI-3P	06	una	direct	suspicious finite NBLA surface	10-12	los que creen	102	high	contains verb-like Spanish token; strong known verb word; near current corrupted NBLA index; currently owned by neighboring row G10 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-22.tsv
1corintios 14:22	06	εἰσιν	εἰμί	V-PAI-3P	06	una	direct	suspicious finite NBLA surface	12	creen	94	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G10 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-22.tsv
1corintios 14:22	06	εἰσιν	εἰμί	V-PAI-3P	06	una	direct	suspicious finite NBLA surface	11-12	que creen	94	high	contains verb-like Spanish token; strong known verb word; currently owned by neighboring row G10 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-22.tsv
1corintios 14:23	14	εἰσέλθωσιν	εἰσέρχομαι	V-AAS-3P	17	sin	direct	suspicious finite NBLA surface	22-23	son incrédulos	99	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; currently owned by neighboring row G18 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-23.tsv
1corintios 14:23	14	εἰσέλθωσιν	εἰσέρχομαι	V-AAS-3P	17	sin	direct	suspicious finite NBLA surface	22-24	son incrédulos no	99	high	contains verb-like Spanish token; auxiliary + verbal phrase candidate; currently owned by neighboring row G18 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-23.tsv
1corintios 14:23	14	εἰσέλθωσιν	εἰσέρχομαι	V-AAS-3P	17	sin	direct	suspicious finite NBLA surface	13	lenguas	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G10 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-23.tsv
1corintios 14:23	14	εἰσέλθωσιν	εἰσέρχομαι	V-AAS-3P	17	sin	direct	suspicious finite NBLA surface	11-13	hablan en lenguas	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G09 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-23.tsv
1corintios 14:23	14	εἰσέλθωσιν	εἰσέρχομαι	V-AAS-3P	17	sin	direct	suspicious finite NBLA surface	12-13	en lenguas	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G10 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-23.tsv
1corintios 14:24	05	εἰσέλθῃ	εἰσέρχομαι	V-AAS-3S	05	y	direct	suspicious finite NBLA surface	06	entra	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G06 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-24.tsv
1corintios 14:24	05	εἰσέλθῃ	εἰσέρχομαι	V-AAS-3S	05	y	direct	suspicious finite NBLA surface	08	incrédulo	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-24.tsv
1corintios 14:24	05	εἰσέλθῃ	εἰσέρχομαι	V-AAS-3S	05	y	direct	suspicious finite NBLA surface	01-02	pero si	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-24.tsv
1corintios 14:24	05	εἰσέλθῃ	εἰσέρχομαι	V-AAS-3S	05	y	direct	suspicious finite NBLA surface	01-03	pero si todos	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G01 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-24.tsv
1corintios 14:24	05	εἰσέλθῃ	εἰσέρχομαι	V-AAS-3S	05	y	direct	suspicious finite NBLA surface	05-06	y entra	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G06 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-24.tsv
1corintios 14:25	07	γίνεται	γίνομαι	V-PMI-3S	07	al	direct	suspicious finite NBLA surface	06	quedarán	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G06 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-25.tsv
1corintios 14:25	07	γίνεται	γίνομαι	V-PMI-3S	07	al	direct	suspicious finite NBLA surface	08	descubierto	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G08 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-25.tsv
1corintios 14:25	07	γίνεται	γίνομαι	V-PMI-3S	07	al	direct	suspicious finite NBLA surface	04-06	su corazón quedarán	77	high	contains verb-like Spanish token; near current corrupted NBLA index; currently owned by neighboring row G06 with verb-like text	MNA/data/alignments/1corintios/1corintios-14-25.tsv
