approved	stem	ref	greek_idx	greek_span	nbla_idx	nbla_span	suggested_type	source	reason	confidence	repeat_count	phrase_key	existing_rule	duplicate_of	yaml_suggestion
	romanos-11-36	romanos 11:36	17-18	αἰῶνας, ἀμήν.	15	sea	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	αιωνας αμην => sea	no		"{""match"": {""greek"": [""αἰῶνας,"", ""ἀμήν.""]}, ""action"": {""nbla"": [""sea""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-11-36	romanos 11:36	16-18	τοὺς αἰῶνας, ἀμήν.	15	sea	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	τους αιωνας αμην => sea	no		"{""match"": {""greek"": [""τοὺς"", ""αἰῶνας,"", ""ἀμήν.""]}, ""action"": {""nbla"": [""sea""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-12-1	romanos 12:1	12-13	σώματα ὑμῶν	21-24	a Dios, que es	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	σωματα υμων => a dios que es	no		"{""match"": {""greek"": [""σώματα"", ""ὑμῶν""]}, ""action"": {""nbla"": [""a"", ""Dios,"", ""que"", ""es""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-12-1	romanos 12:1	13-14	ὑμῶν θυσίαν	21-24	a Dios, que es	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	υμων θυσιαν => a dios que es	no		"{""match"": {""greek"": [""ὑμῶν"", ""θυσίαν""]}, ""action"": {""nbla"": [""a"", ""Dios,"", ""que"", ""es""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-12-3	romanos 12:3	12-13	ἐν ὑμῖν	18	que	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	εν υμιν => que	no		"{""match"": {""greek"": [""ἐν"", ""ὑμῖν""]}, ""action"": {""nbla"": [""que""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-12-3	romanos 12:3	13-14	ὑμῖν μὴ	18	que	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	υμιν μη => que	no		"{""match"": {""greek"": [""ὑμῖν"", ""μὴ""]}, ""action"": {""nbla"": [""que""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-12-3	romanos 12:3	14-15	μὴ ὑπερφρονεῖν	22-26	sí mismo más de lo	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	μη υπερφρονειν => si mismo mas de lo	no		"{""match"": {""greek"": [""μὴ"", ""ὑπερφρονεῖν""]}, ""action"": {""nbla"": [""sí"", ""mismo"", ""más"", ""de"", ""lo""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-12-3	romanos 12:3	15-16	ὑπερφρονεῖν παρʼ	22-26	sí mismo más de lo	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	υπερφρονειν παρʼ => si mismo mas de lo	no		"{""match"": {""greek"": [""ὑπερφρονεῖν"", ""παρʼ""]}, ""action"": {""nbla"": [""sí"", ""mismo"", ""más"", ""de"", ""lo""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-12-3	romanos 12:3	29-30	ἐμέρισεν μέτρον	43-47	ha distribuido a cada uno.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	εμερισεν μετρον => ha distribuido a cada uno	no		"{""match"": {""greek"": [""ἐμέρισεν"", ""μέτρον""]}, ""action"": {""nbla"": [""ha"", ""distribuido"", ""a"", ""cada"", ""uno.""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-12-3	romanos 12:3	30-31	μέτρον πίστεως.	43-47	ha distribuido a cada uno.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	μετρον πιστεως => ha distribuido a cada uno	no		"{""match"": {""greek"": [""μέτρον"", ""πίστεως.""]}, ""action"": {""nbla"": [""ha"", ""distribuido"", ""a"", ""cada"", ""uno.""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-12-4	romanos 12:4	14-15	τὴν αὐτὴν	11-12	no todos	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	την αυτην => no todos	no		"{""match"": {""greek"": [""τὴν"", ""αὐτὴν""]}, ""action"": {""nbla"": [""no"", ""todos""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-12-4	romanos 12:4	15-16	αὐτὴν ἔχει	11-12	no todos	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	αυτην εχει => no todos	no		"{""match"": {""greek"": [""αὐτὴν"", ""ἔχει""]}, ""action"": {""nbla"": [""no"", ""todos""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-12-5	romanos 12:5	12-13	εἷς ἀλλήλων	18	otros.	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	εις αλληλων => otros	no		"{""match"": {""greek"": [""εἷς"", ""ἀλλήλων""]}, ""action"": {""nbla"": [""otros.""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-12-5	romanos 12:5	13-14	ἀλλήλων μέλη.	18	otros.	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	αλληλων μελη => otros	no		"{""match"": {""greek"": [""ἀλλήλων"", ""μέλη.""]}, ""action"": {""nbla"": [""otros.""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-12-6	romanos 12:6	16-17	τῆς πίστεως,	15-21	el de profecía, úsese en proporción a	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	της πιστεως => el de profecia usese en proporcion a	no		"{""match"": {""greek"": [""τῆς"", ""πίστεως,""]}, ""action"": {""nbla"": [""el"", ""de"", ""profecía,"", ""úsese"", ""en"", ""proporción"", ""a""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-12-6	romanos 12:6	15-17	ἀναλογίαν τῆς πίστεως,	15-21	el de profecía, úsese en proporción a	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	αναλογιαν της πιστεως => el de profecia usese en proporcion a	no		"{""match"": {""greek"": [""ἀναλογίαν"", ""τῆς"", ""πίστεως,""]}, ""action"": {""nbla"": [""el"", ""de"", ""profecía,"", ""úsese"", ""en"", ""proporción"", ""a""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-12-7	romanos 12:7	04-05	τῇ διακονίᾳ,	01-06	si el de servicio, en servir;	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	τη διακονια => si el de servicio en servir	no		"{""match"": {""greek"": [""τῇ"", ""διακονίᾳ,""]}, ""action"": {""nbla"": [""si"", ""el"", ""de"", ""servicio,"", ""en"", ""servir;""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-12-7	romanos 12:7	05-06	διακονίᾳ, εἴτε	01-06	si el de servicio, en servir;	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	διακονια ειτε => si el de servicio en servir	no		"{""match"": {""greek"": [""διακονίᾳ,"", ""εἴτε""]}, ""action"": {""nbla"": [""si"", ""el"", ""de"", ""servicio,"", ""en"", ""servir;""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-12-9	romanos 12:9	08-09	τῷ ἀγαθῷ·	10-12	a lo bueno.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	τω αγαθω => a lo bueno	no		"{""match"": {""greek"": [""τῷ"", ""ἀγαθῷ·""]}, ""action"": {""nbla"": [""a"", ""lo"", ""bueno.""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-12-9	romanos 12:9	07-09	κολλώμενοι τῷ ἀγαθῷ·	10-12	a lo bueno.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	κολλωμενοι τω αγαθω => a lo bueno	no		"{""match"": {""greek"": [""κολλώμενοι"", ""τῷ"", ""ἀγαθῷ·""]}, ""action"": {""nbla"": [""a"", ""lo"", ""bueno.""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-12-11	romanos 12:11	08-09	τῷ κυρίῳ	14-15	al Señor,	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	τω κυριω => al senor	no		"{""match"": {""greek"": [""τῷ"", ""κυρίῳ""]}, ""action"": {""nbla"": [""al"", ""Señor,""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-12-11	romanos 12:11	09-10	κυρίῳ δουλεύοντες,	14-15	al Señor,	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	κυριω δουλευοντες => al senor	no		"{""match"": {""greek"": [""κυρίῳ"", ""δουλεύοντες,""]}, ""action"": {""nbla"": [""al"", ""Señor,""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-12-12	romanos 12:12	05-06	θλίψει ὑπομένοντες,	05-09	perseverando en el sufrimiento, dedicados	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	θλιψει υπομενοντες => perseverando en el sufrimiento dedicados	no		"{""match"": {""greek"": [""θλίψει"", ""ὑπομένοντες,""]}, ""action"": {""nbla"": [""perseverando"", ""en"", ""el"", ""sufrimiento,"", ""dedicados""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-12-12	romanos 12:12	07-08	τῇ προσευχῇ	05-09	perseverando en el sufrimiento, dedicados	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	τη προσευχη => perseverando en el sufrimiento dedicados	no		"{""match"": {""greek"": [""τῇ"", ""προσευχῇ""]}, ""action"": {""nbla"": [""perseverando"", ""en"", ""el"", ""sufrimiento,"", ""dedicados""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-12-13	romanos 12:13	07-08	φιλοξενίαν διώκοντες.	03-04	las necesidades	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	φιλοξενιαν διωκοντες => las necesidades	no		"{""match"": {""greek"": [""φιλοξενίαν"", ""διώκοντες.""]}, ""action"": {""nbla"": [""las"", ""necesidades""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-12-13	romanos 12:13	06-08	τὴν φιλοξενίαν διώκοντες.	03-04	las necesidades	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	την φιλοξενιαν διωκοντες => las necesidades	no		"{""match"": {""greek"": [""τὴν"", ""φιλοξενίαν"", ""διώκοντες.""]}, ""action"": {""nbla"": [""las"", ""necesidades""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-12-14	romanos 12:14	03-04	⸀διώκοντας, εὐλογεῖτε	07-08	Bendigan, y	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	⸀διωκοντας ευλογειτε => bendigan y	no		"{""match"": {""greek"": [""⸀διώκοντας,"", ""εὐλογεῖτε""]}, ""action"": {""nbla"": [""Bendigan,"", ""y""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-12-14	romanos 12:14	05-06	καὶ μὴ	07-08	Bendigan, y	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	και μη => bendigan y	no		"{""match"": {""greek"": [""καὶ"", ""μὴ""]}, ""action"": {""nbla"": [""Bendigan,"", ""y""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-12-15	romanos 12:15	04-05	κλαίειν μετὰ	07-12	y lloren con los que lloran.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	κλαιειν μετα => y lloren con los que lloran	no		"{""match"": {""greek"": [""κλαίειν"", ""μετὰ""]}, ""action"": {""nbla"": [""y"", ""lloren"", ""con"", ""los"", ""que"", ""lloran.""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-12-15	romanos 12:15	05-06	μετὰ κλαιόντων.	07-12	y lloren con los que lloran.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	μετα κλαιοντων => y lloren con los que lloran	no		"{""match"": {""greek"": [""μετὰ"", ""κλαιόντων.""]}, ""action"": {""nbla"": [""y"", ""lloren"", ""con"", ""los"", ""que"", ""lloran.""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-12-16	romanos 12:16	14-15	μὴ γίνεσθε	01	Tengan	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	μη γινεσθε => tengan	no		"{""match"": {""greek"": [""μὴ"", ""γίνεσθε""]}, ""action"": {""nbla"": [""Tengan""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-12-16	romanos 12:16	15-16	γίνεσθε φρόνιμοι	01	Tengan	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	γινεσθε φρονιμοι => tengan	no		"{""match"": {""greek"": [""γίνεσθε"", ""φρόνιμοι""]}, ""action"": {""nbla"": [""Tengan""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-12-16	romanos 12:16	14-15	μὴ γίνεσθε	11-16	en su pensar, sino condescendiendo con	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	μη γινεσθε => en su pensar sino condescendiendo con	no		"{""match"": {""greek"": [""μὴ"", ""γίνεσθε""]}, ""action"": {""nbla"": [""en"", ""su"", ""pensar,"", ""sino"", ""condescendiendo"", ""con""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-12-16	romanos 12:16	15-16	γίνεσθε φρόνιμοι	11-16	en su pensar, sino condescendiendo con	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	γινεσθε φρονιμοι => en su pensar sino condescendiendo con	no		"{""match"": {""greek"": [""γίνεσθε"", ""φρόνιμοι""]}, ""action"": {""nbla"": [""en"", ""su"", ""pensar,"", ""sino"", ""condescendiendo"", ""con""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-12-17	romanos 12:17	08-09	ἐνώπιον πάντων	11-15	delante de todos los hombres.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	ενωπιον παντων => delante de todos los hombres	no		"{""match"": {""greek"": [""ἐνώπιον"", ""πάντων""]}, ""action"": {""nbla"": [""delante"", ""de"", ""todos"", ""los"", ""hombres.""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-12-17	romanos 12:17	09-10	πάντων ἀνθρώπων·	11-15	delante de todos los hombres.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	παντων ανθρωπων => delante de todos los hombres	no		"{""match"": {""greek"": [""πάντων"", ""ἀνθρώπων·""]}, ""action"": {""nbla"": [""delante"", ""de"", ""todos"", ""los"", ""hombres.""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-12-18	romanos 12:18	04-05	ἐξ ὑμῶν	09-15	estén en paz con todos los hombres.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	εξ υμων => esten en paz con todos los hombres	no		"{""match"": {""greek"": [""ἐξ"", ""ὑμῶν""]}, ""action"": {""nbla"": [""estén"", ""en"", ""paz"", ""con"", ""todos"", ""los"", ""hombres.""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-12-18	romanos 12:18	05-06	ὑμῶν μετὰ	09-15	estén en paz con todos los hombres.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	υμων μετα => esten en paz con todos los hombres	no		"{""match"": {""greek"": [""ὑμῶν"", ""μετὰ""]}, ""action"": {""nbla"": [""estén"", ""en"", ""paz"", ""con"", ""todos"", ""los"", ""hombres.""], ""type"": ""expanded"", ""consume"": 7}}"
	romanos-12-19	romanos 12:19	05-06	ἀλλὰ δότε	09	lugar	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	αλλα δοτε => lugar	no		"{""match"": {""greek"": [""ἀλλὰ"", ""δότε""]}, ""action"": {""nbla"": [""lugar""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-12-19	romanos 12:19	06-07	δότε τόπον	09	lugar	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	δοτε τοπον => lugar	no		"{""match"": {""greek"": [""δότε"", ""τόπον""]}, ""action"": {""nbla"": [""lugar""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-12-19	romanos 12:19	15-16	ἀνταποδώσω, λέγει	21-26	VENGANZA, YO PAGARÉ», dice el Señor.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.82	1	ανταποδωσω λεγει => venganza yo pagare» dice el senor	no		"{""match"": {""greek"": [""ἀνταποδώσω,"", ""λέγει""]}, ""action"": {""nbla"": [""VENGANZA,"", ""YO"", ""PAGARÉ»,"", ""dice"", ""el"", ""Señor.""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-12-19	romanos 12:19	16-17	λέγει κύριος.	21-26	VENGANZA, YO PAGARÉ», dice el Señor.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.82	1	λεγει κυριος => venganza yo pagare» dice el senor	no		"{""match"": {""greek"": [""λέγει"", ""κύριος.""]}, ""action"": {""nbla"": [""VENGANZA,"", ""YO"", ""PAGARÉ»,"", ""dice"", ""el"", ""Señor.""], ""type"": ""expanded"", ""consume"": 6}}"
	romanos-12-20	romanos 12:20	20-21	τὴν κεφαλὴν	25	CABEZA».	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	την κεφαλην => cabeza»	no		"{""match"": {""greek"": [""τὴν"", ""κεφαλὴν""]}, ""action"": {""nbla"": [""CABEZA».""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-12-20	romanos 12:20	21-22	κεφαλὴν αὐτοῦ.	25	CABEZA».	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	κεφαλην αυτου => cabeza»	no		"{""match"": {""greek"": [""κεφαλὴν"", ""αὐτοῦ.""]}, ""action"": {""nbla"": [""CABEZA».""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-13-1	romanos 13:1	18-19	θεοῦ τεταγμέναι	06-09	autoridades que gobiernan. Porque	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	θεου τεταγμεναι => autoridades que gobiernan porque	no		"{""match"": {""greek"": [""θεοῦ"", ""τεταγμέναι""]}, ""action"": {""nbla"": [""autoridades"", ""que"", ""gobiernan."", ""Porque""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-13-1	romanos 13:1	19-20	τεταγμέναι εἰσίν.	06-09	autoridades que gobiernan. Porque	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	τεταγμεναι εισιν => autoridades que gobiernan porque	no		"{""match"": {""greek"": [""τεταγμέναι"", ""εἰσίν.""]}, ""action"": {""nbla"": [""autoridades"", ""que"", ""gobiernan."", ""Porque""], ""type"": ""expanded"", ""consume"": 4}}"
	romanos-13-2	romanos 13:2	02-03	ὁ ἀντιτασσόμενος	04-05	que resiste	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	ο αντιτασσομενος => que resiste	no		"{""match"": {""greek"": [""ὁ"", ""ἀντιτασσόμενος""]}, ""action"": {""nbla"": [""que"", ""resiste""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-13-2	romanos 13:2	04-05	τῇ ἐξουσίᾳ	04-05	que resiste	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	τη εξουσια => que resiste	no		"{""match"": {""greek"": [""τῇ"", ""ἐξουσίᾳ""]}, ""action"": {""nbla"": [""que"", ""resiste""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-13-2	romanos 13:2	08-09	θεοῦ διαταγῇ	16-17	opuesto; y	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	θεου διαταγη => opuesto y	no		"{""match"": {""greek"": [""θεοῦ"", ""διαταγῇ""]}, ""action"": {""nbla"": [""opuesto;"", ""y""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-13-2	romanos 13:2	09-10	διαταγῇ ἀνθέστηκεν,	16-17	opuesto; y	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	διαταγη ανθεστηκεν => opuesto y	no		"{""match"": {""greek"": [""διαταγῇ"", ""ἀνθέστηκεν,""]}, ""action"": {""nbla"": [""opuesto;"", ""y""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-13-2	romanos 13:2	14-15	ἑαυτοῖς κρίμα	25-27	sobre sí mismos.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	εαυτοις κριμα => sobre si mismos	no		"{""match"": {""greek"": [""ἑαυτοῖς"", ""κρίμα""]}, ""action"": {""nbla"": [""sobre"", ""sí"", ""mismos.""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-13-2	romanos 13:2	15-16	κρίμα λήμψονται.	25-27	sobre sí mismos.	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	κριμα λημψονται => sobre si mismos	no		"{""match"": {""greek"": [""κρίμα"", ""λήμψονται.""]}, ""action"": {""nbla"": [""sobre"", ""sí"", ""mismos.""], ""type"": ""expanded"", ""consume"": 3}}"
	romanos-13-3	romanos 13:3	25-26	ἐξ αὐτῆς·	01	Porque	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	εξ αυτης => porque	no		"{""match"": {""greek"": [""ἐξ"", ""αὐτῆς·""]}, ""action"": {""nbla"": [""Porque""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-13-3	romanos 13:3	24-26	ἔπαινον ἐξ αὐτῆς·	01	Porque	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	επαινον εξ αυτης => porque	no		"{""match"": {""greek"": [""ἔπαινον"", ""ἐξ"", ""αὐτῆς·""]}, ""action"": {""nbla"": [""Porque""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-13-3	romanos 13:3	25-26	ἐξ αὐτῆς·	18-22	hace el mal. ¿Deseas, pues,	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	εξ αυτης => hace el mal deseas pues	no		"{""match"": {""greek"": [""ἐξ"", ""αὐτῆς·""]}, ""action"": {""nbla"": [""hace"", ""el"", ""mal."", ""¿Deseas,"", ""pues,""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-13-3	romanos 13:3	24-26	ἔπαινον ἐξ αὐτῆς·	18-22	hace el mal. ¿Deseas, pues,	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	επαινον εξ αυτης => hace el mal deseas pues	no		"{""match"": {""greek"": [""ἔπαινον"", ""ἐξ"", ""αὐτῆς·""]}, ""action"": {""nbla"": [""hace"", ""el"", ""mal."", ""¿Deseas,"", ""pues,""], ""type"": ""expanded"", ""consume"": 5}}"
	romanos-13-3	romanos 13:3	25-26	ἐξ αὐτῆς·	25	a	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.95	1	εξ αυτης => a	no		"{""match"": {""greek"": [""ἐξ"", ""αὐτῆς·""]}, ""action"": {""nbla"": [""a""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-13-3	romanos 13:3	24-26	ἔπαινον ἐξ αὐτῆς·	25	a	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.95	1	επαινον εξ αυτης => a	no		"{""match"": {""greek"": [""ἔπαινον"", ""ἐξ"", ""αὐτῆς·""]}, ""action"": {""nbla"": [""a""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-13-4	romanos 13:4	12-13	κακὸν ποιῇς,	16-17	teme. Porque	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	κακον ποιης => teme porque	no		"{""match"": {""greek"": [""κακὸν"", ""ποιῇς,""]}, ""action"": {""nbla"": [""teme."", ""Porque""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-13-4	romanos 13:4	13-14	ποιῇς, φοβοῦ·	16-17	teme. Porque	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	ποιης φοβου => teme porque	no		"{""match"": {""greek"": [""ποιῇς,"", ""φοβοῦ·""]}, ""action"": {""nbla"": [""teme."", ""Porque""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-13-4	romanos 13:4	16-17	γὰρ εἰκῇ	21	lleva	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	γαρ εικη => lleva	no		"{""match"": {""greek"": [""γὰρ"", ""εἰκῇ""]}, ""action"": {""nbla"": [""lleva""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-13-4	romanos 13:4	18-19	τὴν μάχαιραν	21	lleva	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	την μαχαιραν => lleva	no		"{""match"": {""greek"": [""τὴν"", ""μάχαιραν""]}, ""action"": {""nbla"": [""lleva""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-13-4	romanos 13:4	29-30	τὸ κακὸν	37	malo.	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.60	1	το κακον => malo	no		"{""match"": {""greek"": [""τὸ"", ""κακὸν""]}, ""action"": {""nbla"": [""malo.""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-13-4	romanos 13:4	30-31	κακὸν πράσσοντι.	37	malo.	merged-forward	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.60	1	κακον πρασσοντι => malo	no		"{""match"": {""greek"": [""κακὸν"", ""πράσσοντι.""]}, ""action"": {""nbla"": [""malo.""], ""type"": ""merged-forward"", ""consume"": 1}}"
	romanos-13-5	romanos 13:5	08-09	ὀργὴν ἀλλὰ	04-05	necesario someterse,	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.58	1	οργην αλλα => necesario someterse	no		"{""match"": {""greek"": [""ὀργὴν"", ""ἀλλὰ""]}, ""action"": {""nbla"": [""necesario"", ""someterse,""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-13-5	romanos 13:5	07-09	τὴν ὀργὴν ἀλλὰ	04-05	necesario someterse,	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window; alternate candidate	0.58	1	την οργην αλλα => necesario someterse	no		"{""match"": {""greek"": [""τὴν"", ""ὀργὴν"", ""ἀλλὰ""]}, ""action"": {""nbla"": [""necesario"", ""someterse,""], ""type"": ""expanded"", ""consume"": 2}}"
	romanos-13-5	romanos 13:5	08-09	ὀργὴν ἀλλὰ	08-13	por razón del castigo, sino también	phrase-anchor	validation-failure	contiguous unused NBLA span + adjacent Greek window	0.80	1	οργην αλλα => por razon del castigo sino tambien	no		"{""match"": {""greek"": [""ὀργὴν"", ""ἀλλὰ""]}, ""action"": {""nbla"": [""por"", ""razón"", ""del"", ""castigo,"", ""sino"", ""también""], ""type"": ""expanded"", ""consume"": 6}}"
