BOOK	CH	VS	CONNECTOR_ID	CONNECTOR_GREEK	CONNECTOR_KIND	CONNECTOR_RELATION	SOURCE_CLAUSE	TARGET_CLAUSE	OWNERSHIP_TYPE	OWNERSHIP_CONFIDENCE	OWNERSHIP_STATUS	SOURCE_SPAN	TARGET_SPAN	NOTES
1corintios	12	31	cn2	καὶ	coordinating	coordination	C1	C2	coordinate	medium	suggested	==ζηλοῦτε== δὲ τὰ χαρίσματα τὰ μείζονα καὶ ἔτι καθʼ ὑπερβολὴν ὁδὸν ὑμῖν	==δείκνυμι==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	13	1	cn1	ἐὰν	subordinating	condition		C1	subordinate	low	cross-verse-or-missing-source		ἐὰν ταῖς γλώσσαις τῶν ἀνθρώπων ==λαλῶ== καὶ τῶν ἀγγέλων ἀγάπην	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	13	1	cn2	καὶ	coordinating	coordination	C1	C2	coordinate	medium	suggested	ἐὰν ταῖς γλώσσαις τῶν ἀνθρώπων ==λαλῶ== καὶ τῶν ἀγγέλων ἀγάπην	δὲ μὴ ==ἔχω==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	13	1	cn3	δὲ	coordinating	coordination	C1	C2	coordinate	medium	suggested	ἐὰν ταῖς γλώσσαις τῶν ἀνθρώπων ==λαλῶ== καὶ τῶν ἀγγέλων ἀγάπην	δὲ μὴ ==ἔχω==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	13	1	cn4	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	13	1	cn5	ἢ	coordinating	alternative/comparison	C3		coordinate	low	pending	==γέγονα== χαλκὸς ἠχῶν ἢ κύμβαλον ἀλαλάζον		context-sensitive function; keep as suggested; connector after last finite clause or target outside verse; missing target clause
1corintios	13	2	cn1	καὶ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		καὶ ἐὰν ==ἔχω== προφητείαν	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	13	2	cn2	ἐὰν	subordinating	condition		C1	subordinate	low	cross-verse-or-missing-source		καὶ ἐὰν ==ἔχω== προφητείαν	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	13	2	cn3	καὶ	coordinating	coordination	C1	C2	coordinate	medium	suggested	καὶ ἐὰν ==ἔχω== προφητείαν	καὶ ==εἰδῶ== τὰ μυστήρια πάντα καὶ πᾶσαν τὴν γνῶσιν ⸄καὶ ἐὰν⸅	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	13	2	cn4	καὶ	coordinating	coordination	C2	C3	coordinate	medium	suggested	καὶ ==εἰδῶ== τὰ μυστήρια πάντα καὶ πᾶσαν τὴν γνῶσιν ⸄καὶ ἐὰν⸅	==ἔχω== πᾶσαν τὴν πίστιν ὥστε ὄρη μεθιστάναι ἀγάπην	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	13	2	cn5	ὥστε	subordinating	result/inference	C3	C4	subordinate	medium	suggested	==ἔχω== πᾶσαν τὴν πίστιν ὥστε ὄρη μεθιστάναι ἀγάπην	δὲ μὴ ==ἔχω== οὐθέν	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	13	2	cn6	δὲ	coordinating	coordination	C3	C4	coordinate	medium	suggested	==ἔχω== πᾶσαν τὴν πίστιν ὥστε ὄρη μεθιστάναι ἀγάπην	δὲ μὴ ==ἔχω== οὐθέν	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	13	2	cn7	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	13	3	cn1	καὶ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		καὶ ἐὰν ==ψωμίσω== πάντα τὰ ὑπάρχοντά μου ⸄καὶ ἐὰν⸅	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	13	3	cn2	ἐὰν	subordinating	condition		C1	subordinate	low	cross-verse-or-missing-source		καὶ ἐὰν ==ψωμίσω== πάντα τὰ ὑπάρχοντά μου ⸄καὶ ἐὰν⸅	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	13	3	cn3	ἵνα	subordinating	purpose/result	C2	C3	subordinate	medium	suggested	==παραδῶ== τὸ σῶμά μου	ἵνα ==καυθήσομαι== ἀγάπην	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	13	3	cn4	δὲ	coordinating	coordination	C3	C4	coordinate	medium	suggested	ἵνα ==καυθήσομαι== ἀγάπην	δὲ μὴ ==ἔχω== οὐδὲν	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	13	3	cn5	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	13	4	cn1	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	13	4	cn2	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	13	4	cn3	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	13	5	cn1	οὐκ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	13	5	cn2	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	13	5	cn3	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	13	5	cn4	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	13	6	cn1	οὐ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	13	6	cn2	δὲ	coordinating	coordination	C2		coordinate	low	pending	==συγχαίρει== δὲ τῇ ἀληθείᾳ		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	13	8	cn1	εἴτε	coordinating	alternative	C1	C2	coordinate	medium	suggested	ἡ ἀγάπη οὐδέποτε ==πίπτει== εἴτε δὲ προφητεῖαι	==καταργηθήσονται== εἴτε γλῶσσαι	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	13	8	cn2	δὲ	coordinating	coordination	C1	C2	coordinate	medium	suggested	ἡ ἀγάπη οὐδέποτε ==πίπτει== εἴτε δὲ προφητεῖαι	==καταργηθήσονται== εἴτε γλῶσσαι	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	13	8	cn3	εἴτε	coordinating	alternative	C2	C3	coordinate	medium	suggested	==καταργηθήσονται== εἴτε γλῶσσαι	==παύσονται== εἴτε γνῶσις	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	13	8	cn4	εἴτε	coordinating	alternative	C3	C4	coordinate	medium	suggested	==παύσονται== εἴτε γνῶσις	==καταργηθήσεται==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	13	9	cn1	γὰρ	coordinating	cause/ground		C1	subordinate	low	cross-verse-or-missing-source		ἐκ μέρους γὰρ ==γινώσκομεν== καὶ ἐκ μέρους	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	13	9	cn2	καὶ	coordinating	coordination	C1	C2	coordinate	medium	suggested	ἐκ μέρους γὰρ ==γινώσκομεν== καὶ ἐκ μέρους	==προφητεύομεν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	13	10	cn1	ὅταν	subordinating	temporal/condition		C1	subordinate	low	cross-verse-or-missing-source		ὅταν δὲ ==ἔλθῃ== τὸ τέλειον τὸ ἐκ μέρους	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	13	10	cn2	δὲ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		ὅταν δὲ ==ἔλθῃ== τὸ τέλειον τὸ ἐκ μέρους	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	13	11	cn1	ὡς	subordinating	comparison/manner	C2	C3	subordinate	medium	suggested	==ἐλάλουν== ὡς νήπιος	==ἐφρόνουν== ὡς νήπιος	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	13	11	cn2	ὡς	subordinating	comparison/manner	C3	C4	subordinate	medium	suggested	==ἐφρόνουν== ὡς νήπιος	==ἐλογιζόμην== ὡς νήπιος ὅτε	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	13	11	cn3	ὡς	subordinating	comparison/manner	C4	C5	subordinate	medium	suggested	==ἐλογιζόμην== ὡς νήπιος ὅτε	==γέγονα== ἀνήρ	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	13	12	cn1	γὰρ	coordinating	cause/ground	C1	C2	subordinate	medium	suggested	==βλέπομεν== γὰρ ἄρτι διʼ ἐσόπτρου ἐν αἰνίγματι τότε δὲ πρόσωπον πρὸς πρόσωπον ἄρτι	==γινώσκω== ἐκ μέρους τότε	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	13	12	cn2	δὲ	coordinating	coordination	C1	C2	coordinate	medium	suggested	==βλέπομεν== γὰρ ἄρτι διʼ ἐσόπτρου ἐν αἰνίγματι τότε δὲ πρόσωπον πρὸς πρόσωπον ἄρτι	==γινώσκω== ἐκ μέρους τότε	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	13	12	cn3	δὲ	coordinating	coordination	C2	C3	coordinate	medium	suggested	==γινώσκω== ἐκ μέρους τότε	δὲ ==ἐπιγνώσομαι==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	13	12	cn4	καθὼς	subordinating	comparison/manner	C3	C4	subordinate	medium	suggested	δὲ ==ἐπιγνώσομαι==	καθὼς καὶ ==ἐπεγνώσθην==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	13	12	cn5	καὶ	coordinating	coordination	C3	C4	coordinate	medium	suggested	δὲ ==ἐπιγνώσομαι==	καθὼς καὶ ==ἐπεγνώσθην==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	13	13	cn1	δὲ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		νυνὶ δὲ ==μένει== πίστις ἐλπίς ἀγάπη τὰ τρία ταῦτα μείζων δὲ τούτων ἡ ἀγάπη	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	13	13	cn2	δὲ	coordinating	coordination	C1		coordinate	low	pending	νυνὶ δὲ ==μένει== πίστις ἐλπίς ἀγάπη τὰ τρία ταῦτα μείζων δὲ τούτων ἡ ἀγάπη		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	14	1	cn1	δὲ	coordinating	coordination	C2	C3	coordinate	medium	suggested	==ζηλοῦτε== δὲ τὰ πνευματικά μᾶλλον δὲ	ἵνα ==προφητεύητε==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	14	1	cn2	δὲ	coordinating	coordination	C2	C3	coordinate	medium	suggested	==ζηλοῦτε== δὲ τὰ πνευματικά μᾶλλον δὲ	ἵνα ==προφητεύητε==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	14	1	cn3	ἵνα	subordinating	purpose/result	C2	C3	subordinate	medium	suggested	==ζηλοῦτε== δὲ τὰ πνευματικά μᾶλλον δὲ	ἵνα ==προφητεύητε==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	14	2	cn1	γὰρ	coordinating	cause/ground		C1	subordinate	low	cross-verse-or-missing-source		ὁ γὰρ λαλῶν γλώσσῃ οὐκ ἀνθρώποις ==λαλεῖ== ἀλλὰ θεῷ οὐδεὶς γὰρ	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	14	2	cn2	οὐκ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	14	2	cn3	ἀλλὰ	coordinating	contrast	C1	C2	coordinate	medium	suggested	ὁ γὰρ λαλῶν γλώσσῃ οὐκ ἀνθρώποις ==λαλεῖ== ἀλλὰ θεῷ οὐδεὶς γὰρ	==ἀκούει== πνεύματι	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	14	2	cn4	γὰρ	coordinating	cause/ground	C1	C2	subordinate	medium	suggested	ὁ γὰρ λαλῶν γλώσσῃ οὐκ ἀνθρώποις ==λαλεῖ== ἀλλὰ θεῷ οὐδεὶς γὰρ	==ἀκούει== πνεύματι	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	14	2	cn5	δὲ	coordinating	coordination	C2	C3	coordinate	medium	suggested	==ἀκούει== πνεύματι	δὲ ==λαλεῖ== μυστήρια	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	14	3	cn1	δὲ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		ὁ δὲ προφητεύων ἀνθρώποις ==λαλεῖ== οἰκοδομὴν καὶ παράκλησιν καὶ παραμυθίαν	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	14	3	cn2	καὶ	coordinating	coordination	C1		coordinate	low	pending	ὁ δὲ προφητεύων ἀνθρώποις ==λαλεῖ== οἰκοδομὴν καὶ παράκλησιν καὶ παραμυθίαν		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	14	3	cn3	καὶ	coordinating	coordination	C1		coordinate	low	pending	ὁ δὲ προφητεύων ἀνθρώποις ==λαλεῖ== οἰκοδομὴν καὶ παράκλησιν καὶ παραμυθίαν		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	14	4	cn1	δὲ	coordinating	coordination	C1	C2	coordinate	medium	suggested	ὁ λαλῶν γλώσσῃ ἑαυτὸν ==οἰκοδομεῖ== ὁ δὲ προφητεύων ἐκκλησίαν	==οἰκοδομεῖ==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	14	5	cn1	δὲ	coordinating	coordination	C1	C2	coordinate	medium	suggested	==θέλω== δὲ πάντας ὑμᾶς λαλεῖν γλώσσαις μᾶλλον δὲ	ἵνα ==προφητεύητε== μείζων δὲ ὁ προφητεύων ἢ ὁ λαλῶν γλώσσαις ἐκτὸς	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	14	5	cn2	δὲ	coordinating	coordination	C1	C2	coordinate	medium	suggested	==θέλω== δὲ πάντας ὑμᾶς λαλεῖν γλώσσαις μᾶλλον δὲ	ἵνα ==προφητεύητε== μείζων δὲ ὁ προφητεύων ἢ ὁ λαλῶν γλώσσαις ἐκτὸς	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	14	5	cn3	ἵνα	subordinating	purpose/result	C1	C2	subordinate	medium	suggested	==θέλω== δὲ πάντας ὑμᾶς λαλεῖν γλώσσαις μᾶλλον δὲ	ἵνα ==προφητεύητε== μείζων δὲ ὁ προφητεύων ἢ ὁ λαλῶν γλώσσαις ἐκτὸς	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	14	5	cn4	δὲ	coordinating	coordination	C2	C3	coordinate	medium	suggested	ἵνα ==προφητεύητε== μείζων δὲ ὁ προφητεύων ἢ ὁ λαλῶν γλώσσαις ἐκτὸς	εἰ μὴ ==διερμηνεύῃ== ἵνα ἡ ἐκκλησία οἰκοδομὴν	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	14	5	cn5	ἢ	coordinating	alternative/comparison	C2	C3	coordinate	medium	suggested	ἵνα ==προφητεύητε== μείζων δὲ ὁ προφητεύων ἢ ὁ λαλῶν γλώσσαις ἐκτὸς	εἰ μὴ ==διερμηνεύῃ== ἵνα ἡ ἐκκλησία οἰκοδομὴν	context-sensitive function; keep as suggested; coordinating connector between finite clauses; source and target clauses available
1corintios	14	5	cn6	εἰ	subordinating	condition	C2	C3	subordinate	medium	suggested	ἵνα ==προφητεύητε== μείζων δὲ ὁ προφητεύων ἢ ὁ λαλῶν γλώσσαις ἐκτὸς	εἰ μὴ ==διερμηνεύῃ== ἵνα ἡ ἐκκλησία οἰκοδομὴν	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	14	5	cn7	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	14	5	cn8	ἵνα	subordinating	purpose/result	C3	C4	subordinate	medium	suggested	εἰ μὴ ==διερμηνεύῃ== ἵνα ἡ ἐκκλησία οἰκοδομὴν	==λάβῃ==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	14	6	cn1	δέ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		νῦν δέ ἀδελφοί ἐὰν ==ἔλθω== πρὸς ὑμᾶς γλώσσαις λαλῶν τί ὑμᾶς	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	14	6	cn2	ἐὰν	subordinating	condition		C1	subordinate	low	cross-verse-or-missing-source		νῦν δέ ἀδελφοί ἐὰν ==ἔλθω== πρὸς ὑμᾶς γλώσσαις λαλῶν τί ὑμᾶς	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	14	6	cn3	ἐὰν	subordinating	condition	C2	C3	subordinate	medium	suggested	==ὠφελήσω== ἐὰν μὴ ὑμῖν	==λαλήσω== ἢ ἐν ἀποκαλύψει ἢ ἐν γνώσει ἢ ἐν προφητείᾳ ἢ ἐν διδαχῇ	function follows connector inventory; subordinating connector before/near target finite clause; source and target clauses available
1corintios	14	6	cn4	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	14	6	cn5	ἢ	coordinating	alternative/comparison	C3		coordinate	low	pending	==λαλήσω== ἢ ἐν ἀποκαλύψει ἢ ἐν γνώσει ἢ ἐν προφητείᾳ ἢ ἐν διδαχῇ		context-sensitive function; keep as suggested; connector after last finite clause or target outside verse; missing target clause
1corintios	14	6	cn6	ἢ	coordinating	alternative/comparison	C3		coordinate	low	pending	==λαλήσω== ἢ ἐν ἀποκαλύψει ἢ ἐν γνώσει ἢ ἐν προφητείᾳ ἢ ἐν διδαχῇ		context-sensitive function; keep as suggested; connector after last finite clause or target outside verse; missing target clause
1corintios	14	6	cn7	ἢ	coordinating	alternative/comparison	C3		coordinate	low	pending	==λαλήσω== ἢ ἐν ἀποκαλύψει ἢ ἐν γνώσει ἢ ἐν προφητείᾳ ἢ ἐν διδαχῇ		context-sensitive function; keep as suggested; connector after last finite clause or target outside verse; missing target clause
1corintios	14	6	cn8	ἢ	coordinating	alternative/comparison	C3		coordinate	low	pending	==λαλήσω== ἢ ἐν ἀποκαλύψει ἢ ἐν γνώσει ἢ ἐν προφητείᾳ ἢ ἐν διδαχῇ		context-sensitive function; keep as suggested; connector after last finite clause or target outside verse; missing target clause
1corintios	14	7	cn1	εἴτε	coordinating	alternative		C1	coordinate	low	cross-verse-or-missing-source		ὅμως τὰ ἄψυχα φωνὴν διδόντα εἴτε αὐλὸς εἴτε κιθάρα ἐὰν διαστολὴν τοῖς φθόγγοις μὴ ==δῷ== πῶς	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	14	7	cn2	εἴτε	coordinating	alternative		C1	coordinate	low	cross-verse-or-missing-source		ὅμως τὰ ἄψυχα φωνὴν διδόντα εἴτε αὐλὸς εἴτε κιθάρα ἐὰν διαστολὴν τοῖς φθόγγοις μὴ ==δῷ== πῶς	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	14	7	cn3	ἐὰν	subordinating	condition		C1	subordinate	low	cross-verse-or-missing-source		ὅμως τὰ ἄψυχα φωνὴν διδόντα εἴτε αὐλὸς εἴτε κιθάρα ἐὰν διαστολὴν τοῖς φθόγγοις μὴ ==δῷ== πῶς	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	14	7	cn4	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	14	7	cn5	ἢ	coordinating	alternative/comparison	C2		coordinate	low	pending	==γνωσθήσεται== τὸ αὐλούμενον ἢ τὸ κιθαριζόμενον		context-sensitive function; keep as suggested; connector after last finite clause or target outside verse; missing target clause
1corintios	14	8	cn1	καὶ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		καὶ γὰρ ἐὰν ἄδηλον φωνὴν σάλπιγξ ==δῷ== τίς	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	14	8	cn2	γὰρ	coordinating	cause/ground		C1	subordinate	low	cross-verse-or-missing-source		καὶ γὰρ ἐὰν ἄδηλον φωνὴν σάλπιγξ ==δῷ== τίς	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	14	8	cn3	ἐὰν	subordinating	condition		C1	subordinate	low	cross-verse-or-missing-source		καὶ γὰρ ἐὰν ἄδηλον φωνὴν σάλπιγξ ==δῷ== τίς	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	14	9	cn1	καὶ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		οὕτως καὶ ὑμεῖς διὰ τῆς γλώσσης ἐὰν μὴ εὔσημον λόγον ==δῶτε== πῶς	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	14	9	cn2	ἐὰν	subordinating	condition		C1	subordinate	low	cross-verse-or-missing-source		οὕτως καὶ ὑμεῖς διὰ τῆς γλώσσης ἐὰν μὴ εὔσημον λόγον ==δῶτε== πῶς	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	14	9	cn3	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	14	9	cn4	γὰρ	coordinating	cause/ground	C3		subordinate	low	pending	==ἔσεσθε== γὰρ εἰς ἀέρα λαλοῦντες		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	14	10	cn1	εἰ	subordinating	condition		C1	subordinate	low	cross-verse-or-missing-source		τοσαῦτα εἰ τύχοι γένη φωνῶν ==εἰσιν== ἐν κόσμῳ καὶ οὐδὲν ἄφωνον	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	14	10	cn2	καὶ	coordinating	coordination	C1		coordinate	low	pending	τοσαῦτα εἰ τύχοι γένη φωνῶν ==εἰσιν== ἐν κόσμῳ καὶ οὐδὲν ἄφωνον		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	14	11	cn1	ἐὰν	subordinating	condition		C1	subordinate	low	cross-verse-or-missing-source		ἐὰν οὖν μὴ ==εἰδῶ== τὴν δύναμιν τῆς φωνῆς	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	14	11	cn2	οὖν	coordinating	inference		C1	coordinate	low	cross-verse-or-missing-source		ἐὰν οὖν μὴ ==εἰδῶ== τὴν δύναμιν τῆς φωνῆς	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	14	11	cn3	μὴ	negation	negation			internal-negation	none	pending			function follows connector inventory; negation detected; no clause connection suggested; missing target clause
1corintios	14	11	cn4	καὶ	coordinating	coordination	C2		coordinate	low	pending	==ἔσομαι== τῷ λαλοῦντι βάρβαρος καὶ ὁ λαλῶν ἐν ἐμοὶ βάρβαρος		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	14	12	cn1	καὶ	coordinating	coordination		C1	coordinate	low	cross-verse-or-missing-source		οὕτως καὶ ὑμεῖς ἐπεὶ ζηλωταί ==ἐστε== πνευμάτων πρὸς τὴν οἰκοδομὴν τῆς ἐκκλησίας	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	14	12	cn2	ἐπεὶ	subordinating	cause/temporal		C1	subordinate	low	cross-verse-or-missing-source		οὕτως καὶ ὑμεῖς ἐπεὶ ζηλωταί ==ἐστε== πνευμάτων πρὸς τὴν οἰκοδομὴν τῆς ἐκκλησίας	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	14	12	cn3	ἵνα	subordinating	purpose/result	C2	C3	subordinate	medium	suggested	==ζητεῖτε==	ἵνα ==περισσεύητε==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	14	13	cn1	διὸ	coordinating	inference		C1	coordinate	low	cross-verse-or-missing-source		διὸ ὁ λαλῶν γλώσσῃ ==προσευχέσθω==	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	14	13	cn2	ἵνα	subordinating	purpose/result	C1	C2	subordinate	medium	suggested	διὸ ὁ λαλῶν γλώσσῃ ==προσευχέσθω==	ἵνα ==διερμηνεύῃ==	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause; source and target clauses available
1corintios	14	14	cn1	ἐὰν	subordinating	condition		C1	subordinate	low	cross-verse-or-missing-source		ἐὰν γὰρ ==προσεύχωμαι== γλώσσῃ τὸ πνεῦμά μου	function follows connector inventory; target finite clause found; source not available in verse; target clause found but source clause unresolved
1corintios	14	14	cn2	γὰρ	coordinating	cause/ground		C1	subordinate	low	cross-verse-or-missing-source		ἐὰν γὰρ ==προσεύχωμαι== γλώσσῃ τὸ πνεῦμά μου	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	14	14	cn3	δὲ	coordinating	coordination	C2	C3	coordinate	medium	suggested	==προσεύχεται== ὁ δὲ νοῦς μου ἄκαρπός	==ἐστιν==	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	14	15	cn1	οὖν	coordinating	inference		C1	coordinate	low	cross-verse-or-missing-source		τί οὖν ==ἐστιν==	function follows connector inventory; connector before first finite clause or source outside verse; target clause found but source clause unresolved
1corintios	14	15	cn2	δὲ	coordinating	coordination	C3	C4	coordinate	medium	suggested	==προσεύξομαι== δὲ καὶ τῷ νοΐ	==ψαλῶ== τῷ πνεύματι	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	14	15	cn3	καὶ	coordinating	coordination	C3	C4	coordinate	medium	suggested	==προσεύξομαι== δὲ καὶ τῷ νοΐ	==ψαλῶ== τῷ πνεύματι	function follows connector inventory; coordinating connector between finite clauses; source and target clauses available
1corintios	14	15	cn4	δὲ	coordinating	coordination	C5		coordinate	low	pending	==ψαλῶ== δὲ καὶ τῷ νοΐ		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	14	15	cn5	καὶ	coordinating	coordination	C5		coordinate	low	pending	==ψαλῶ== δὲ καὶ τῷ νοΐ		function follows connector inventory; connector after last finite clause or target outside verse; missing target clause
1corintios	14	16	cn1	ἐπεὶ	subordinating	cause/temporal		C1	subordinate	low	cross-verse-or-missing-source		ἐπεὶ ἐὰν ==εὐλογῇς== πνεύματι ὁ ἀναπληρῶν τὸν τόπον τοῦ ἰδιώτου πῶς	context-sensitive function; keep as suggested; target finite clause found; source not available in verse; target clause found but source clause unresolved
