BOOK	CH	VS	CN_ID	G_IDX	GREEK	LEMMA	RMAC	DETECTED_CERTAINTY	CONNECTOR_KIND	DEFAULT_RELATION	LEVEL1_DETECTED	LEVEL2_CATEGORY_CERTAINTY	LEVEL3_SUGGESTED_FUNCTION	LEVEL3_CONFIDENCE	LEVEL4_SUGGESTED_SOURCE	LEVEL4_SUGGESTED_TARGET	LEVEL4_CONFIDENCE	STATUS	NOTES
1corintios	11	22	cn3	04	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	11	22	cn4	09	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	11	22	cn5	11	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; coordinating connector between finite clauses
1corintios	11	22	cn6	17	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	11	22	cn7	20	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	11	22	cn8	29	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	11	23	cn1	02	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	11	23	cn2	08	καὶ	καί	D---------	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	11	23	cn3	11	ὅτι	ὅτι	D---------	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C2	C3	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	11	24	cn1	01	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	11	24	cn2	04	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	11	25	cn1	02	καὶ	καί	D---------	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	11	25	cn2	23	ἐὰν	ἐάν	X---------	certain	subordinating	condition	yes	high	condition	high	C2	C3	medium	suggested	function follows connector inventory; subordinating connector before/near target finite clause
1corintios	11	26	cn1	02	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	11	26	cn2	03	ἐὰν	ἐάν	X---------	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	11	26	cn3	08	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	11	27	cn1	01	ὥστε	ὥστε	CONJ	certain	subordinating	result/inference	yes	high	result/inference	medium		C1	low	suggested	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	11	27	cn2	07	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; coordinating connector between finite clauses
1corintios	11	27	cn3	18	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C3		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	11	28	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	11	28	cn2	05	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	11	28	cn3	11	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	11	29	cn1	02	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	11	29	cn2	04	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	11	29	cn3	09	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	11	29	cn4	11	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	11	30	cn1	07	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	11	30	cn2	09	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	11	31	cn1	01	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	11	31	cn2	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	11	31	cn3	05	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	11	32	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	11	32	cn2	06	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	11	32	cn3	07	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	11	33	cn1	01	ὥστε	ὥστε	CONJ	certain	subordinating	result/inference	yes	high	result/inference	medium		C1	low	suggested	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	11	34	cn1	01	εἴ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	11	34	cn2	07	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C2	C3	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	11	34	cn3	08	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	11	34	cn4	13	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	11	34	cn5	15	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C3	C4	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	12	1	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	1	cn2	06	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	2	cn1	02	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	12	2	cn2	11	ὡς	ὡς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C2	C3	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	12	3	cn1	01	διὸ	διό	CONJ	certain	coordinating	inference	yes	high	inference/result	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	3	cn2	04	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	12	3	cn3	13	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	12	3	cn4	19	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high			low	suggested	function follows connector inventory; no target finite clause found in verse
1corintios	12	3	cn5	20	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	4	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	4	cn2	06	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	12	5	cn1	01	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	5	cn2	05	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	12	6	cn1	01	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	6	cn2	06	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	12	7	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	8	cn1	03	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	8	cn2	11	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	12	11	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	11	cn2	07	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	12	11	cn3	14	καθὼς	καθώς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	12	12	cn1	01	καθάπερ	καθάπερ	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium		C1	low	suggested	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	12	12	cn2	02	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	12	cn3	07	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	12	12	cn4	12	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	12	12	cn5	23	καὶ	καί	D---------	certain	coordinating	coordination	yes	high	coordinate/add	high	C3		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	12	13	cn1	01	καὶ	καί	D---------	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	13	cn2	02	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	13	cn3	12	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	12	13	cn4	14	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	12	13	cn5	16	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	12	13	cn6	18	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	12	13	cn7	20	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	12	14	cn1	01	καὶ	καί	D---------	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	14	cn2	02	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	14	cn3	05	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	14	cn4	09	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	12	15	cn1	01	ἐὰν	ἐάν	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	12	15	cn2	05	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	12	15	cn3	06	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	15	cn4	09	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	15	cn5	14	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	15	cn6	17	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	16	cn1	01	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	16	cn2	02	ἐὰν	ἐάν	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	12	16	cn3	06	ὅτι	ὅτι	CONJ	certain	subordinating	content/cause	yes	high	content-or-cause	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	12	16	cn4	07	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	16	cn5	10	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	16	cn6	15	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	16	cn7	18	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	17	cn1	01	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high			low	suggested	function follows connector inventory; no target finite clause found in verse
1corintios	12	17	cn2	09	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high			low	suggested	function follows connector inventory; no target finite clause found in verse
1corintios	12	18	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	18	cn2	14	καθὼς	καθώς	CONJ	certain	subordinating	comparison/manner	yes	high	comparison/manner	medium	C1	C2	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	12	19	cn1	01	εἰ	εἰ	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	12	19	cn2	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	20	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high			low	suggested	function follows connector inventory; no finite clause anchor found in verse
1corintios	12	20	cn2	07	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high			low	suggested	function follows connector inventory; no finite clause anchor found in verse
1corintios	12	21	cn1	01	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	21	cn2	03	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	12	21	cn3	11	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	21	cn4	13	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C2	C3	medium	suggested	context-sensitive function; keep as suggested; coordinating connector between finite clauses
1corintios	12	21	cn5	21	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	22	cn1	01	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	23	cn1	01	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	23	cn2	12	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	12	24	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	24	cn2	05	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	24	cn3	08	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	12	25	cn1	01	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium		C1	low	suggested	context-sensitive function; keep as suggested; target finite clause found; source not available in verse
1corintios	12	25	cn2	02	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	25	cn3	08	ἀλλὰ	ἀλλά	CONJ	certain	coordinating	contrast	yes	high	contrast	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	12	26	cn1	01	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	26	cn2	02	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	26	cn3	10	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	12	27	cn1	02	δέ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	27	cn2	06	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	12	28	cn1	01	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	12	29	cn1	01	μὴ	μή	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	29	cn2	04	μὴ	μή	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	29	cn3	07	μὴ	μή	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	29	cn4	10	μὴ	μή	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	30	cn1	01	μὴ	μή	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	30	cn2	06	μὴ	μή	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	30	cn3	10	μὴ	μή	X---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	12	31	cn1	02	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	12	31	cn2	07	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	13	1	cn1	01	ἐὰν	ἐάν	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	13	1	cn2	07	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	13	1	cn3	11	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	13	1	cn4	12	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	13	1	cn5	17	ἢ	ἤ	CONJ	certain	coordinating	alternative/comparison	yes	high	alternative/comparison	medium	C3		low	suggested	context-sensitive function; keep as suggested; connector after last finite clause or target outside verse
1corintios	13	2	cn1	01	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	13	2	cn2	02	ἐὰν	ἐάν	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	13	2	cn3	05	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	13	2	cn4	10	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	13	2	cn5	20	ὥστε	ὥστε	CONJ	certain	subordinating	result/inference	yes	high	result/inference	medium	C3	C4	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	13	2	cn6	24	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	13	2	cn7	25	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	13	3	cn1	01	καὶ	καί	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
1corintios	13	3	cn2	02	ἐὰν	ἐάν	CONJ	certain	subordinating	condition	yes	high	condition	high		C1	low	suggested	function follows connector inventory; target finite clause found; source not available in verse
1corintios	13	3	cn3	14	ἵνα	ἵνα	CONJ	certain	subordinating	purpose/result	yes	high	purpose/result	medium	C2	C3	medium	suggested	context-sensitive function; keep as suggested; subordinating connector before/near target finite clause
1corintios	13	3	cn4	17	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	13	3	cn5	18	μὴ	μή	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	13	4	cn1	07	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	13	4	cn2	11	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	13	4	cn3	13	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	13	5	cn1	01	οὐκ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	13	5	cn2	03	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	13	5	cn3	07	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	13	5	cn4	09	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	13	6	cn1	01	οὐ	οὐ	D---------	certain	negation	negation	yes	high	negation	high			none	suggested	function follows connector inventory; negation detected; no clause connection suggested
1corintios	13	6	cn2	07	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C2		low	suggested	function follows connector inventory; connector after last finite clause or target outside verse
1corintios	13	8	cn1	05	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	13	8	cn2	06	δὲ	δέ	CONJ	certain	coordinating	coordination	yes	high	coordinate/add	high	C1	C2	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	13	8	cn3	09	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high	C2	C3	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	13	8	cn4	12	εἴτε	εἴτε	CONJ	certain	coordinating	alternative	yes	high	alternative	high	C3	C4	medium	suggested	function follows connector inventory; coordinating connector between finite clauses
1corintios	13	9	cn1	03	γὰρ	γάρ	CONJ	certain	coordinating	cause/ground	yes	high	ground/explanation	high		C1	low	suggested	function follows connector inventory; connector before first finite clause or source outside verse
